,date,bx,team,home_away,opponent,win_loss,runs,runs_allowed,innings,record,rank,games_behind_raw,win_pitcher,loss_pitcher,save_pitcher,game_time,day_night_raw,attendance,streak_raw,schedule_comment,IfWeekend,home,night_game,win_loss_new,win_total,loss_total,streak,game_duration,games_behind,actual_date,rain
133,-105667200,boxscore,ATL,@,TOR,L,1,3,9,80//54,1,up 5.5,Godley,Soroka,Giles,2:57,N,0.465765885,--,,0,0,1,L,80,54,-2,177,5.5,"Tuesday, Aug 27 1966",0
134,-105580800,boxscore,ATL,@,TOR,W,9,4,9,81//54,1,up 5.5,Jackson,Waguespack,,3:33,N,0.437984423,+,,0,0,1,W,81,54,1,213,5.5,"Wednesday, Aug 28 1966",149.8
135,-105408000,boxscore,ATL,,CHW,W,10,7,9,82//54,1,up 5.5,Fried,Nova,Melancon,3:28,N,0.740908488,++,,1,1,1,W,82,54,2,208,5.5,"Friday, Aug 30 1966",0
136,-105321600,boxscore,ATL,,CHW,W,11,5,9,83//54,1,up 5.5,Keuchel,Lopez,,3:52,N,0.694801872,+++,,1,1,1,W,83,54,3,232,5.5,"Saturday, Aug 31 1966",0
137,-105235200,boxscore,ATL,,CHW,W,5,3,9,84//54,1,up 5.5,Teheran,Giolito,Melancon,3:08,N,0.784494684,++++,,1,1,1,W,84,54,4,188,5.5,"Sunday, Sep 1 1966",0
138,-105148800,boxscore,ATL,,TOR,W,6,3,9,85//54,1,up 6.5,Soroka,Waguespack,Melancon,2:52,D,0.549318729,+++++,,0,1,0,W,85,54,5,172,6.5,"Monday, Sep 2 1966",0
139,-105062400,boxscore,ATL,,TOR,W,7,2,9,86//54,1,up 6.5,Foltynewicz,Font,,2:46,N,0.481854877,++++++,,0,1,1,W,86,54,6,166,6.5,"Tuesday, Sep 3 1966",0
140,-104889600,boxscore,ATL,,WSN,W,4,2,9,87//54,1,up 8.0,Fried,Strasburg,,2:57,N,0.546362448,+++++++,,0,1,1,W,87,54,7,177,8,"Thursday, Sep 5 1966",0
141,-104803200,boxscore,ATL,,WSN,W,4,3,9,88//54,1,up 9.0,Keuchel,Corbin,Greene,3:20,N,0.704599291,++++++++,,1,1,1,W,88,54,8,200,9,"Friday, Sep 6 1966",0
142,-104716800,boxscore,ATL,,WSN,W,5,4,9,89//54,1,up10.0,Teheran,Voth,Melancon,3:29,N,0.766870701,+++++++++,,1,1,1,W,89,54,9,209,10,"Saturday, Sep 7 1966",0
143,-104630400,boxscore,ATL,,WSN,L,4,9,9,89//55,1,up 9.0,Scherzer,Soroka,,3:16,D,0.602418086,-,,1,1,0,L,89,55,-1,196,9,"Sunday, Sep 8 1966",0
144,-104544000,boxscore,ATL,@,PHI,W,7,2,9,90//55,1,up 9.5,Foltynewicz,Nola,,2:47,N,0.475108492,+,,0,0,1,W,90,55,1,167,9.5,"Monday, Sep 9 1966",0
145,-104457600,boxscore,ATL,@,PHI,L,5,6,9,90//56,1,up 9.5,Parker,Fried,Neris,3:06,N,0.458981599,-,,0,0,1,L,90,56,-1,186,9.5,"Tuesday, Sep 10 1966",0
146,-104371200,boxscore,ATL,@,PHI,W,3,1,9,91//56,1,up 9.5,Keuchel,Eflin,Melancon,3:31,N,0.440466941,+,,0,0,1,W,91,56,1,211,9.5,"Wednesday, Sep 11 1966",0
147,-104284800,boxscore,ATL,@,PHI,L,5,9,9,91//57,1,up 8.5,Hughes,Teheran,Neris,3:35,N,0.512080957,-,,0,0,1,L,91,57,-1,215,8.5,"Thursday, Sep 12 1966",0
148,-104198400,boxscore,ATL,@,WSN,W,5,0,9,92//57,1,up 9.5,Soroka,Scherzer,,3:16,N,0.752904167,+,,1,0,1,W,92,57,1,196,9.5,"Friday, Sep 13 1966",0
149,-104112000,boxscore,ATL,@,WSN,W,10,1,9,93//57,1,up10.5,Foltynewicz,Suero,,3:29,D,0.751653433,++,,1,0,0,W,93,57,2,209,10.5,"Saturday, Sep 14 1966",0
150,-104025600,boxscore,ATL,@,WSN,L,0,7,9,93//58,1,up 9.5,Sanchez,Fried,,3:03,D,0.556197768,-,,1,0,0,L,93,58,-1,183,9.5,"Sunday, Sep 15 1966",0
151,-103852800,boxscore,ATL,,PHI,L,4,5,9,93//59,1,up 9.0,Velasquez,Keuchel,Neris,3:26,N,0.546589854,--,,0,1,1,L,93,59,-2,206,9,"Tuesday, Sep 17 1966",0
152,-103766400,boxscore,ATL,,PHI,L,1,4,9,93//60,1,up 9.0,Eflin,Teheran,Neris,2:59,N,0.529420683,---,,0,1,1,L,93,60,-3,179,9,"Wednesday, Sep 18 1966",0
153,-103680000,boxscore,ATL,,PHI,W,5,4,9,94//60,1,up 9.5,Soroka,Nola,Melancon,3:10,D,0.629593132,+,,0,1,0,W,94,60,1,190,9.5,"Thursday, Sep 19 1966",0
154,-103593600,boxscore,ATL,,SFG,W,6,0,9,95//60,1,up 9.5,Foltynewicz,Beede,,2:21,N,0.709109515,++,,1,1,1,W,95,60,2,141,9.5,"Friday, Sep 20 1966",0
155,-103507200,boxscore,ATL,,SFG,W,8,1,9,96//60,1,up 9.5,Fried,Cueto,,2:35,N,0.775057325,+++,,1,1,1,W,96,60,3,155,9.5,"Saturday, Sep 21 1966",0
156,-103420800,boxscore,ATL,,SFG,L,1,4,9,96//61,1,up 9.5,Webb,Keuchel,Smith,3:07,D,0.638139817,-,,1,1,0,L,96,61,-1,187,9.5,"Sunday, Sep 22 1966",0
157,-103248000,boxscore,ATL,@,KCR,L,6,9,9,96//62,1,up 7.5,Duffy,Teheran,,3:28,N,0.316246281,--,,0,0,1,L,96,62,-2,208,7.5,"Tuesday, Sep 24 1966",19.7
158,-103161600,boxscore,ATL,@,KCR,W,10,2,9,97//62,1,up 7.5,Jackson,Barnes,,3:31,N,0.320851257,+,,0,0,1,W,97,62,1,211,7.5,"Wednesday, Sep 25 1966",0
159,-102988800,boxscore,ATL,@,NYM,L,2,4,9,97//63,1,up 6.0,Stroman,Keuchel,Lugo,3:09,N,0.497716462,-,,1,0,1,L,97,63,-1,189,6,"Friday, Sep 27 1966",0
160,-102902400,boxscore,ATL,@,NYM,L,0,3,9,97//64,1,up 5.0,Matz,Foltynewicz,Diaz,2:33,N,0.610396255,--,,1,0,1,L,97,64,-2,153,5,"Saturday, Sep 28 1966",0
161,-102816000,boxscore,ATL,@,NYM,L-wo,6,7,11,97//65,1,up 4.0,Mazza,Dayton,,3:44,D,0.597377248,---,,1,0,0,L,97,65,-3,224,4,"Sunday, Sep 29 1966",0
